hospital_name,week_index,blood_group,units_required,is_holiday,avg_temp
Hospital_0,17,O+,24,False,25.596546418776295
Hospital_0,17,O-,10,False,26.858395562500434
Hospital_0,18,A+,16,False,28.55369730407727
Hospital_0,18,A-,27,False,28.085993601233646
Hospital_0,18,B+,17,False,27.338876215428794
Hospital_0,18,B-,24,False,28.7689284776727
Hospital_0,18,AB+,15,False,26.895667190570286
Hospital_0,18,AB-,15,False,28.98405434095715
Hospital_0,18,O+,11,False,28.285501810771933
Hospital_0,18,O-,17,False,26.378442725554617
Hospital_0,19,A+,22,False,24.90938539411045
Hospital_0,19,A-,10,False,25.618234473214997
Hospital_0,19,B+,13,False,26.94913520985915
Hospital_0,19,B-,9,False,24.339208710126638
Hospital_0,19,AB+,10,False,25.8798206765392
Hospital_0,19,AB-,13,False,27.638280294384973
Hospital_0,19,O+,17,False,27.738991055338772
Hospital_0,19,O-,16,False,26.30950997679901
Hospital_0,20,A+,9,False,26.328678001562096
Hospital_0,20,A-,26,False,25.445132601294198
Hospital_0,20,B+,16,False,25.792769950417014
Hospital_0,20,B-,7,False,23.51847434803234
Hospital_0,20,AB+,6,False,25.807255821065155
Hospital_0,20,AB-,21,False,23.95807998927049
Hospital_0,20,O+,20,False,25.921269621546358
Hospital_0,20,O-,17,False,27.21152528683747
Hospital_0,21,A+,13,False,25.180648621659802
Hospital_0,21,A-,22,False,26.989605063871277
Hospital_0,21,B+,14,False,27.491396519363157
Hospital_0,21,B-,13,False,23.394272508132094
Hospital_0,21,AB+,7,False,27.078339685533958
Hospital_0,21,AB-,16,False,26.24776195742761
Hospital_0,21,O+,5,False,27.44708674958298
Hospital_0,21,O-,22,False,25.23859820470256
Hospital_0,22,A+,19,False,23.57948206942022
Hospital_0,22,A-,8,False,23.31747796760853
Hospital_0,22,B+,19,False,25.669856534622845
Hospital_0,22,B-,11,False,24.44452679951254
Hospital_0,22,AB+,11,False,24.242718001312905
Hospital_0,22,AB-,20,False,27.184356388558545
Hospital_0,22,O+,18,False,23.305923483717265
Hospital_0,22,O-,10,False,23.30768026108196
Hospital_0,23,A+,7,False,24.34257168354919
Hospital_0,23,A-,9,False,23.133826629257268
Hospital_0,23,B+,13,False,22.15212377346958
Hospital_0,23,B-,14,False,23.227014337413472
Hospital_0,23,AB+,12,False,25.67766662309211
Hospital_0,23,AB-,20,False,24.30540319765295
Hospital_0,23,O+,21,False,22.6524151885974
Hospital_0,23,O-,20,False,25.628808687946535
Hospital_0,24,A+,8,False,25.962229357960148
Hospital_0,24,A-,18,False,21.718513022277943
Hospital_0,24,B+,10,False,24.38185667858037
Hospital_0,24,B-,22,False,21.55343824976518
Hospital_0,24,AB+,11,False,24.626443778774163
Hospital_0,24,AB-,19,False,24.15276816528651
Hospital_0,24,O+,14,False,22.220477760433774
Hospital_0,24,O-,9,False,25.53208218146494
Hospital_0,25,A+,4,False,21.645238665223886
Hospital_0,25,A-,7,False,22.83172195623511
Hospital_0,25,B+,10,False,20.93473465896665
Hospital_0,25,B-,14,False,22.30735230569009
Hospital_0,25,AB+,14,False,25.397977971356593
Hospital_0,25,AB-,14,False,21.61156437957326
Hospital_0,25,O+,7,False,21.975319439114337
Hospital_0,25,O-,15,False,23.765552607334232
Hospital_0,26,A+,15,False,22.759673782436764
Hospital_0,26,A-,20,False,24.59010111480057
Hospital_0,26,B+,19,False,20.36716161928816
Hospital_0,26,B-,12,False,20.498492450735476
Hospital_0,26,AB+,9,False,20.00227197292775
Hospital_0,26,AB-,21,False,20.63272761716447
Hospital_0,26,O+,20,False,22.92466323756052
Hospital_0,26,O-,17,False,21.942202625766352
Hospital_0,27,A+,7,False,21.84424557945014
Hospital_0,27,A-,10,False,19.68865496409441
Hospital_0,27,B+,11,False,22.558055384514674
Hospital_0,27,B-,10,False,20.421690230553963
Hospital_0,27,AB+,1,False,22.160706524303862
Hospital_0,27,AB-,1,False,24.28523822541052
Hospital_0,27,O+,16,False,21.270088338850602
Hospital_0,27,O-,11,False,21.975762694215387
Hospital_0,28,A+,0,False,19.36683932564788
Hospital_0,28,A-,16,False,22.95972963390607
Hospital_0,28,B+,11,False,20.74272660416421
Hospital_0,28,B-,10,False,22.880948454809968
Hospital_0,28,AB+,9,False,23.77754196810863
Hospital_0,28,AB-,10,False,18.995134595259298
Hospital_0,28,O+,10,False,23.097091974854838
Hospital_0,28,O-,11,False,22.73722944405493
Hospital_0,29,A+,16,False,21.14964043380489
Hospital_0,29,A-,6,False,21.25864096666073
Hospital_0,29,B+,20,False,18.44982080676938
Hospital_0,29,B-,17,False,20.77241193900802
Hospital_0,29,AB+,6,False,18.804823672841884
Hospital_0,29,AB-,8,False,22.99068148443151
Hospital_0,29,O+,10,False,22.415746704912763
Hospital_0,29,O-,11,False,19.297819418439346
Hospital_0,30,A+,11,False,20.15427698994938
Hospital_0,30,A-,13,False,20.290342856420242
Hospital_0,30,B+,11,False,19.624748962600695
Hospital_0,30,B-,5,False,19.276105649460916
Hospital_0,30,AB+,2,False,22.12714878304275
Hospital_0,30,AB-,10,False,18.85685965698959
Hospital_0,30,O+,5,False,17.72232218307667
Hospital_0,30,O-,6,False,19.741457331001243
Hospital_0,31,A+,11,True,19.416778339412616
Hospital_0,31,A-,5,True,19.276040005438286
Hospital_0,31,B+,15,True,17.331048541422593
Hospital_0,31,B-,2,True,19.103766941152948
Hospital_0,31,AB+,19,True,17.32447428067121
Hospital_0,31,AB-,8,True,20.03274212851367
Hospital_0,31,O+,14,True,20.19410754521452
Hospital_0,31,O-,6,True,20.33459429556223
Hospital_0,32,A+,2,False,20.883040401502086
Hospital_0,32,A-,9,False,19.798799153987236
Hospital_0,32,B+,4,False,17.584858334747334
Hospital_0,32,B-,5,False,16.845694816133857
Hospital_0,32,AB+,11,False,16.88469623503184
Hospital_0,32,AB-,5,False,17.212565301178532
Hospital_0,32,O+,14,False,19.79486517119827
Hospital_0,32,O-,17,False,20.773001522660657
Hospital_0,33,A+,18,False,18.74132149603644
Hospital_0,33,A-,4,False,20.0867549545702
Hospital_0,33,B+,6,False,18.143169312780557
Hospital_0,33,B-,10,False,18.235975795251637
Hospital_0,33,AB+,2,False,17.84788610780982
Hospital_0,33,AB-,3,False,20.993918599826102
Hospital_0,33,O+,5,False,20.605590203526827
Hospital_0,33,O-,7,False,17.685310171363945
Hospital_0,34,A+,1,False,16.037730301753996
Hospital_0,34,A-,13,False,20.82440667064212
Hospital_0,34,B+,10,False,16.771735336631
Hospital_0,34,B-,1,False,16.714580047783954
Hospital_0,34,AB+,8,False,17.80380249245531
Hospital_0,34,AB-,7,False,20.825894097286366
Hospital_0,34,O+,12,False,16.617596573535053
Hospital_0,34,O-,4,False,19.345488818073136
Hospital_0,35,A+,5,False,19.648256517244437
Hospital_0,35,A-,7,False,19.804506518516654
Hospital_0,35,B+,3,False,18.743911265438015
Hospital_0,35,B-,6,False,17.310274112671216
Hospital_0,35,AB+,9,False,15.80218568488748
Hospital_0,35,AB-,6,False,19.262743300954845
Hospital_0,35,O+,12,False,19.13678964709016
Hospital_0,35,O-,13,False,17.05809932580886
Hospital_0,36,A+,7,False,18.730862686018355
Hospital_0,36,A-,8,False,15.568513511323747
Hospital_0,36,B+,1,False,18.779073103726844
Hospital_0,36,B-,5,False,16.166160516340952
Hospital_0,36,AB+,12,False,20.14990093924204
Hospital_0,36,AB-,11,False,16.559289927481572
Hospital_0,36,O+,9,False,15.472305295147658
Hospital_0,36,O-,11,False,18.653217138918855
Hospital_0,37,A+,12,False,16.03661428186875
Hospital_0,37,A-,3,False,17.21217601430908
Hospital_0,37,B+,5,False,19.527680107036502
Hospital_0,37,B-,1,False,15.859129346164378
Hospital_0,37,AB+,15,False,18.09928964499392
Hospital_0,37,AB-,13,False,17.33295628631319
Hospital_0,37,O+,11,False,19.46668834260308
Hospital_0,37,O-,14,False,16.229324708220858
Hospital_0,38,A+,16,False,18.232893306651455
Hospital_0,38,A-,12,False,15.074773222426568
Hospital_0,38,B+,10,False,17.00867494080703
Hospital_0,38,B-,11,False,15.139282770469604
Hospital_0,38,AB+,0,False,19.237519142286686
Hospital_0,38,AB-,10,False,19.104676821442492
Hospital_0,38,O+,4,False,19.448237237877876
Hospital_0,38,O-,10,False,15.92231411245495
Hospital_0,39,A+,8,False,15.612762144776392
Hospital_0,39,A-,12,False,17.85079823680329
Hospital_0,39,B+,4,False,16.37482705867057
Hospital_0,39,B-,10,False,19.345712213501187
Hospital_0,39,AB+,8,False,19.468410431245108
Hospital_0,39,AB-,13,False,19.257497975612118
Hospital_0,39,O+,5,False,18.81602269086676
Hospital_0,39,O-,11,False,16.697848106002866
Hospital_0,40,A+,7,False,17.02156140020385
Hospital_0,40,A-,5,False,16.092995576612626
Hospital_0,40,B+,11,False,18.789421526598808
Hospital_0,40,B-,7,False,18.058356357474086
Hospital_0,40,AB+,16,False,19.577383068402824
Hospital_0,40,AB-,1,False,17.318089984800707
Hospital_0,40,O+,1,False,19.135848491605607
Hospital_0,40,O-,6,False,17.031873259924794
Hospital_0,41,A+,11,False,18.027480199423273
Hospital_0,41,A-,5,False,17.919972213741243
Hospital_0,41,B+,7,False,16.22425507612755
Hospital_0,41,B-,11,False,18.98724347479457
Hospital_0,41,AB+,14,False,19.96269664936711
Hospital_0,41,AB-,17,False,19.320837411112116
Hospital_0,41,O+,1,False,15.968797453516636
Hospital_0,41,O-,0,False,19.241239210766512
Hospital_0,42,A+,3,False,16.230805088721425
Hospital_0,42,A-,15,False,15.434075133853444
Hospital_0,42,B+,4,False,17.76273534660917
Hospital_0,42,B-,1,False,18.096140832118284
Hospital_0,42,AB+,3,False,17.659251542807603
Hospital_0,42,AB-,15,False,20.236943818966594
Hospital_0,42,O+,13,False,18.05626228894006
Hospital_0,42,O-,9,False,17.735453523949793
Hospital_0,43,A+,0,False,17.568964668568576
Hospital_0,43,A-,10,False,19.85764898667144
Hospital_0,43,B+,2,False,20.399198554541712
Hospital_0,43,B-,13,False,19.16517632270618
Hospital_0,43,AB+,9,False,16.19395712333985
Hospital_0,43,AB-,15,False,15.96982195535262
Hospital_0,43,O+,11,False,19.567418677642493
Hospital_0,43,O-,6,False,19.677606114656996
Hospital_0,44,A+,14,False,16.381915394251966
Hospital_0,44,A-,12,False,18.66495275404908
Hospital_0,44,B+,10,False,20.378939382478627
Hospital_0,44,B-,6,False,18.7809986036452
Hospital_0,44,AB+,0,False,17.39704221435646
Hospital_0,44,AB-,8,False,20.45154538515488
Hospital_0,44,O+,4,False,16.38522190683991
Hospital_0,44,O-,15,False,18.454422175043526
Hospital_0,45,A+,1,False,16.50340715743332
Hospital_0,45,A-,12,False,16.50746272177911
Hospital_0,45,B+,0,False,21.17384509246834
Hospital_0,45,B-,14,False,17.556210830949418
Hospital_0,45,AB+,11,False,17.116866530763417
Hospital_0,45,AB-,14,False,20.40188969524406
Hospital_0,45,O+,3,False,18.8181657401188
Hospital_0,45,O-,3,False,16.41904764298159
Hospital_0,46,A+,15,False,19.327743254215616
Hospital_0,46,A-,15,False,17.735728900807313
Hospital_0,46,B+,11,False,19.768857577871326
Hospital_0,46,B-,6,False,19.386419465875864
Hospital_0,46,AB+,0,False,18.818721777244114
Hospital_0,46,AB-,10,False,17.900767324734797
Hospital_0,46,O+,13,False,16.739823820585773
Hospital_0,46,O-,9,False,20.148826192868576
Hospital_0,47,A+,17,False,22.012837225666736
Hospital_0,47,A-,15,False,18.1079713794812
Hospital_0,47,B+,3,False,18.645214551613524
Hospital_0,47,B-,7,False,18.21817547172591
Hospital_0,47,AB+,2,False,20.51851545332885
Hospital_0,47,AB-,17,False,19.155000863621137
Hospital_0,47,O+,14,False,19.195331467058985
Hospital_0,47,O-,4,False,18.9040941901066
Hospital_0,48,A+,6,False,20.484072904997408
Hospital_0,48,A-,15,False,20.70032053539452
Hospital_0,48,B+,8,False,21.856205850366287
Hospital_0,48,B-,0,False,22.63376292927236
Hospital_0,48,AB+,14,False,21.319727894087542
Hospital_0,48,AB-,10,False,21.815803649670478
Hospital_0,48,O+,11,False,21.646688874960162
Hospital_0,48,O-,2,False,19.78308706541909
Hospital_0,49,A+,17,False,18.465448858812415
Hospital_0,49,A-,0,False,22.465440938143587
Hospital_0,49,B+,12,False,22.807463237261267
Hospital_0,49,B-,4,False,20.516758941399985
Hospital_0,49,AB+,5,False,19.206041431156947
Hospital_0,49,AB-,5,False,18.356356409710376
Hospital_0,49,O+,18,False,19.175971281311092
Hospital_0,49,O-,2,False,22.51966268833424
Hospital_0,50,A+,8,False,23.74887822506154
Hospital_0,50,A-,4,False,22.751441565956462
Hospital_0,50,B+,5,False,22.9964983159491
Hospital_0,50,B-,8,False,22.417727167802617
Hospital_0,50,AB+,5,False,20.60275151329849
Hospital_0,50,AB-,14,False,20.113391330900743
Hospital_0,50,O+,16,False,23.08667867705354
Hospital_0,50,O-,19,False,19.36774035860417
Hospital_0,51,A+,10,True,22.248405742059404
Hospital_0,51,A-,7,True,22.161266929767002
Hospital_0,51,B+,19,True,22.264045860594525
Hospital_0,51,B-,11,True,22.088304883262456
Hospital_0,51,AB+,3,True,20.196043566143576
Hospital_0,51,AB-,2,True,21.23877232569963
Hospital_0,51,O+,9,True,19.68004643398306
Hospital_0,51,O-,19,True,20.15548068236024
Hospital_0,52,A+,19,True,24.68738293705002
Hospital_0,52,A-,4,True,20.55049415864696
Hospital_0,52,B+,7,True,20.019958855571847
Hospital_0,52,B-,17,True,21.77126163612674
Hospital_0,52,AB+,21,True,21.061118907467062
Hospital_0,52,AB-,18,True,22.61738926291325
Hospital_0,52,O+,6,True,24.848688775463835
Hospital_0,52,O-,20,True,22.953587125778565
Hospital_0,53,A+,15,False,21.74337168970815
Hospital_0,53,A-,12,False,22.97862969056613
Hospital_0,53,B+,12,False,24.918250871735488
Hospital_0,53,B-,12,False,24.28057853055059
Hospital_0,53,AB+,10,False,24.123093576391682
Hospital_0,53,AB-,9,False,24.554112376628666
Hospital_0,53,O+,23,False,21.528246850710946
Hospital_0,53,O-,11,False,23.829672559082287
Hospital_0,54,A+,14,False,25.49531925718882
Hospital_0,54,A-,14,False,21.251563543748848
Hospital_0,54,B+,15,False,25.19682219252854
Hospital_0,54,B-,19,False,25.34848134575786
Hospital_0,54,AB+,9,False,22.477888022706203
Hospital_0,54,AB-,5,False,24.315077946927644
Hospital_0,54,O+,12,False,24.859351971874144
Hospital_0,54,O-,14,False,22.771903267115356
Hospital_0,55,A+,14,False,23.381011838236095
Hospital_0,55,A-,16,False,25.520158016850882
Hospital_0,55,B+,18,False,25.33237223715499
Hospital_0,55,B-,12,False,25.25434152048673
Hospital_0,55,AB+,17,False,25.753975439857804
Hospital_0,55,AB-,11,False,25.66271651950639
Hospital_0,55,O+,16,False,22.037485981139415
Hospital_0,55,O-,16,False,23.01820738439169
Hospital_0,56,A+,17,False,24.485417391223795
Hospital_0,56,A-,16,False,25.60576438064771
Hospital_0,56,B+,20,False,26.2957845319776
Hospital_0,56,B-,7,False,25.58816365593049
Hospital_0,56,AB+,11,False,23.748028040086496
Hospital_0,56,AB-,10,False,25.21111919166241
Hospital_0,56,O+,13,False,26.82318292919192
Hospital_0,56,O-,17,False,22.955182434797255
Hospital_0,57,A+,10,False,24.39017445256392
Hospital_0,57,A-,13,False,26.712223325751154
Hospital_0,57,B+,14,False,25.918956922771528
Hospital_0,57,B-,16,False,26.522762483117035
Hospital_0,57,AB+,21,False,27.67832934330813
Hospital_0,57,AB-,17,False,25.227346465558416
Hospital_0,57,O+,15,False,24.320555513494853
Hospital_0,57,O-,15,False,23.46405085962624
Hospital_0,58,A+,20,False,25.11675773297088
Hospital_0,58,A-,17,False,25.294768452070752
Hospital_0,58,B+,24,False,28.155170595668235
Hospital_0,58,B-,7,False,27.446968142354493
Hospital_0,58,AB+,7,False,25.704794497586192
Hospital_0,58,AB-,22,False,28.16036145729268
Hospital_0,58,O+,17,False,24.587914673936627
Hospital_0,58,O-,15,False,24.778241833223166
Hospital_0,59,A+,14,False,23.935481272834167
Hospital_0,59,A-,14,False,25.98958285750887
Hospital_0,59,B+,20,False,27.245182823457192
Hospital_0,59,B-,9,False,27.978541472982414
Hospital_0,59,AB+,16,False,23.914739400611396
Hospital_0,59,AB-,16,False,24.796008374126863
Hospital_0,59,O+,7,False,27.09620374746747
Hospital_0,59,O-,20,False,28.610462190098687
Hospital_0,60,A+,27,False,28.25981271047125
Hospital_0,60,A-,23,False,28.542575843335772
Hospital_0,60,B+,8,False,27.264283573964285
Hospital_0,60,B-,26,False,25.35999338231424
Hospital_0,60,AB+,9,False,24.61283622721548
Hospital_0,60,AB-,18,False,24.61239221706631
Hospital_0,60,O+,14,False,28.442733420149413
Hospital_0,60,O-,8,False,25.460245583007133
Hospital_0,61,A+,27,False,27.56834309319168
Hospital_0,61,A-,16,False,28.245717229438082
Hospital_0,61,B+,14,False,24.768186952927504
Hospital_0,61,B-,19,False,28.074388734036418
Hospital_0,61,AB+,9,False,26.24779321187363
Hospital_0,61,AB-,7,False,24.853114339386156
Hospital_0,61,O+,25,False,27.023436194014174
Hospital_0,61,O-,14,False,26.45660764600223
Hospital_0,62,A+,12,True,27.715196900696785
Hospital_0,62,A-,13,True,28.861463071142325
Hospital_0,62,B+,17,True,27.547071892225038
Hospital_0,62,B-,19,True,24.87907607192614
Hospital_0,62,AB+,13,True,26.507347792084758
Hospital_0,62,AB-,19,True,26.10366456765106
Hospital_0,62,O+,26,True,27.72352304685637
Hospital_0,62,O-,20,True,27.83615511547955
Hospital_0,63,A+,8,False,28.84622457376059
Hospital_0,63,A-,14,False,28.59745726454735
Hospital_0,63,B+,20,False,26.503859471805725
Hospital_0,63,B-,23,False,28.358072510760017
Hospital_0,63,AB+,15,False,25.96857087819485
Hospital_0,63,AB-,14,False,25.77216949742639
Hospital_0,63,O+,6,False,25.696346544203752
Hospital_0,63,O-,12,False,26.572630755180562
Hospital_0,64,A+,10,False,25.701652244519856
Hospital_0,64,A-,22,False,28.635758159351532
Hospital_0,64,B+,19,False,28.017271361733386
Hospital_0,64,B-,26,False,28.802471706228314
Hospital_0,64,AB+,16,False,29.5877118969223
Hospital_0,64,AB-,18,False,27.96752201953452
Hospital_0,64,O+,12,False,28.98776282881135
Hospital_0,64,O-,12,False,28.69151883410627
Hospital_0,65,A+,14,False,25.997112868157707
Hospital_0,65,A-,12,False,28.396865806619438
Hospital_0,65,B+,26,False,27.84892012472291
Hospital_0,65,B-,18,False,26.675355838855957
Hospital_0,65,AB+,24,False,25.413582440480305
Hospital_0,65,AB-,27,False,26.1939595288887
Hospital_0,65,O+,19,False,28.21430830674022
Hospital_0,65,O-,13,False,28.18161883910451
Hospital_0,66,A+,20,False,25.92903124244524
Hospital_0,66,A-,23,False,27.75141689572607
Hospital_0,66,B+,8,False,29.27171844031178
Hospital_0,66,B-,22,False,29.833007838804647
Hospital_0,66,AB+,19,False,27.642961144490638
Hospital_0,66,AB-,14,False,25.739046879121084
Hospital_0,66,O+,23,False,29.806658235246584
Hospital_0,66,O-,12,False,28.09911407116315
Hospital_0,67,A+,16,False,28.103607928594926
Hospital_0,67,A-,22,False,28.19703368446993
Hospital_0,67,B+,16,False,25.20585144023992
Hospital_0,67,B-,15,False,27.47063790107686
Hospital_0,67,AB+,13,False,25.88926748855544
Hospital_0,67,AB-,17,False,27.072353803775716
Hospital_0,67,O+,17,False,28.79252986306787
Hospital_0,67,O-,10,False,25.351007082490835
Hospital_0,68,A+,14,False,27.730204804386624
Hospital_0,68,A-,18,False,26.403941088553985
Hospital_0,68,B+,21,False,26.957230234574467
Hospital_0,68,B-,24,False,25.87619449952664
Hospital_0,68,AB+,21,False,28.789380685020145
Hospital_0,68,AB-,13,False,28.2863516021513
Hospital_0,68,O+,6,False,26.92823482207812
Hospital_0,68,O-,17,False,24.95800333109085
Hospital_0,69,A+,18,False,27.99535128304076
Hospital_0,69,A-,6,False,26.54398786195532
Hospital_0,69,B+,10,False,27.89140477496556
Hospital_0,69,B-,12,False,28.984154302326857
Hospital_0,69,AB+,16,False,24.893930983849053
Hospital_0,69,AB-,7,False,25.62707120271806
Hospital_0,69,O+,19,False,24.680957974039273
Hospital_0,69,O-,14,False,28.27691784514217
Hospital_0,70,A+,23,False,26.49229880534366
Hospital_0,70,A-,13,False,26.11496242169337
Hospital_0,70,B+,22,False,28.7925686072876
Hospital_0,70,B-,10,False,25.10026921092592
Hospital_0,70,AB+,14,False,28.213157045659297
Hospital_0,70,AB-,23,False,25.661769734847155
Hospital_0,70,O+,15,False,28.97782409171962
Hospital_0,70,O-,22,False,28.37491295152148
Hospital_0,71,A+,18,False,27.106758388286572
Hospital_0,71,A-,15,False,24.25882585839151
Hospital_0,71,B+,16,False,26.58908053071121
Hospital_0,71,B-,23,False,26.841887934653
Hospital_0,71,AB+,13,False,26.68051869637629
Hospital_0,71,AB-,12,False,25.4296441745689
